PortfolioName,AssetTicker,Weight
GBP ModAgg Full ex-RAs,MSEMKF$,0.0705
GBP ModAgg Full ex-RAs,MSEXUKL,0.0658
GBP ModAgg Full ex-RAs,CSTLNSH,0.044
GBP ModAgg Full ex-RAs,CSTEVDH,0.0385
GBP ModAgg Full ex-RAs,FRUSS2L,0.0376
GBP ModAgg Full ex-RAs,PE_BUYOUT,0.033
GBP ModAgg Full ex-RAs,MSJPANL,0.0329
GBP ModAgg Full ex-RAs,MSPXJPL,0.0329
GBP ModAgg Full ex-RAs,PRIVATE_CREDIT,0.03
GBP ModAgg Full ex-RAs,CSFBMTT,0.0275
GBP ModAgg Full ex-RAs,PE_GROWTH,0.018
GBP ModAgg Full ex-RAs,PE_VENTURE,0.009
GBP Agg Full,LHTRYIN,0.16
GBP Agg Full,FRUS1GR,0.0969
GBP Agg Full,FRUS1VA,0.0969
GBP Agg Full,MSUTDKL,0.0855
GBP Agg Full,MSEMKF$,0.0855
GBP Agg Full,MSEXUKL,0.0798
GBP Agg Full,LHYIELD,0.07
GBP Agg Full,FRUSS2L,0.0456
GBP Agg Full,CSTLNSH,0.044
GBP Agg Full,MSJPANL,0.0399
GBP Agg Full,MSPXJPL,0.0399
GBP Agg Full,CSTEVDH,0.0385
GBP Agg Full,PE_BUYOUT,0.033
GBP Agg Full,CSFBMTT,0.0275
GBP Agg Full,PE_GROWTH,0.018
GBP Agg Full,PRIVATE_CREDIT,0.018
GBP Agg Full,PA_REAL_ESTATE,0.012
GBP Agg Full,PE_VENTURE,0.009
GBP Agg Core,LHTRYIN,0.175823
GBP Agg Core,FRUS1GR,0.106484
GBP Agg Core,FRUS1VA,0.106484
GBP Agg Core,MSUTDKL,0.093956
GBP Agg Core,MSEMKF$,0.093956
GBP Agg Core,MSEXUKL,0.087692
GBP Agg Core,LHYIELD,0.076923
GBP Agg Core,FRUSS2L,0.05011
GBP Agg Core,CSTLNSH,0.048352
GBP Agg Core,MSJPANL,0.043846
GBP Agg Core,MSPXJPL,0.043846
GBP Agg Core,CSTEVDH,0.042308
GBP Agg Core,CSFBMTT,0.03022
GBP Agg ex-Alts,LHTRYIN,0.2
GBP Agg ex-Alts,FRUS1GR,0.121125
GBP Agg ex-Alts,FRUS1VA,0.121125
GBP Agg ex-Alts,MSUTDKL,0.106875
GBP Agg ex-Alts,MSEMKF$,0.106875
GBP Agg ex-Alts,MSEXUKL,0.09975
GBP Agg ex-Alts,LHYIELD,0.0875
GBP Agg ex-Alts,FRUSS2L,0.057
GBP Agg ex-Alts,MSJPANL,0.049875
GBP Agg ex-Alts,MSPXJPL,0.049875
GBP Agg ex-HFs,LHTRYIN,0.179777
GBP Agg ex-HFs,FRUS1GR,0.108876
GBP Agg ex-HFs,FRUS1VA,0.108876
GBP Agg ex-HFs,MSUTDKL,0.096067
GBP Agg ex-HFs,MSEMKF$,0.096067
GBP Agg ex-HFs,MSEXUKL,0.089663
GBP Agg ex-HFs,LHYIELD,0.078652
GBP Agg ex-HFs,FRUSS2L,0.051236
GBP Agg ex-HFs,MSJPANL,0.044831
GBP Agg ex-HFs,MSPXJPL,0.044831
GBP Agg ex-HFs,PE_BUYOUT,0.037079
GBP Agg ex-HFs,PE_GROWTH,0.020225
GBP Agg ex-HFs,PRIVATE_CREDIT,0.020225
GBP Agg ex-HFs,PA_REAL_ESTATE,0.013483
GBP Agg ex-HFs,PE_VENTURE,0.010112
GBP Agg ex-HFs ex-RAs,LHTRYIN,0.179777
GBP Agg ex-HFs ex-RAs,FRUS1GR,0.108876
GBP Agg ex-HFs ex-RAs,FRUS1VA,0.108876
GBP Agg ex-HFs ex-RAs,MSUTDKL,0.096067
GBP Agg ex-HFs ex-RAs,MSEMKF$,0.096067
GBP Agg ex-HFs ex-RAs,MSEXUKL,0.089663
GBP Agg ex-HFs ex-RAs,LHYIELD,0.078652
GBP Agg ex-HFs ex-RAs,FRUSS2L,0.051236
GBP Agg ex-HFs ex-RAs,MSJPANL,0.044831
GBP Agg ex-HFs ex-RAs,MSPXJPL,0.044831
GBP Agg ex-HFs ex-RAs,PE_BUYOUT,0.037079
GBP Agg ex-HFs ex-RAs,PRIVATE_CREDIT,0.033708
GBP Agg ex-HFs ex-RAs,PE_GROWTH,0.020225
GBP Agg ex-HFs ex-RAs,PE_VENTURE,0.010112
GBP Agg Full ex-RAs,LHTRYIN,0.16
GBP Agg Full ex-RAs,FRUS1GR,0.0969
GBP Agg Full ex-RAs,FRUS1VA,0.0969
GBP Agg Full ex-RAs,MSUTDKL,0.0855
GBP Agg Full ex-RAs,MSEMKF$,0.0855
GBP Agg Full ex-RAs,MSEXUKL,0.0798
GBP Agg Full ex-RAs,LHYIELD,0.07
GBP Agg Full ex-RAs,FRUSS2L,0.0456
GBP Agg Full ex-RAs,CSTLNSH,0.044
GBP Agg Full ex-RAs,MSJPANL,0.0399
GBP Agg Full ex-RAs,MSPXJPL,0.0399
GBP Agg Full ex-RAs,CSTEVDH,0.0385
GBP Agg Full ex-RAs,PE_BUYOUT,0.033
GBP Agg Full ex-RAs,PRIVATE_CREDIT,0.03
GBP Agg Full ex-RAs,CSFBMTT,0.0275
GBP Agg Full ex-RAs,PE_GROWTH,0.018
GBP Agg Full ex-RAs,PE_VENTURE,0.009
GBP Higher Risk Full,FRUS1GR,0.1156
GBP Higher Risk Full,FRUS1VA,0.1156
GBP Higher Risk Full,MSUTDKL,0.102
GBP Higher Risk Full,MSEMKF$,0.102
GBP Higher Risk Full,MSEXUKL,0.0952
GBP Higher Risk Full,LHTRYIN,0.08
GBP Higher Risk Full,FRUSS2L,0.0544
GBP Higher Risk Full,LHYIELD,0.05
GBP Higher Risk Full,MSJPANL,0.0476
GBP Higher Risk Full,MSPXJPL,0.0476
GBP Higher Risk Full,CSTLNSH,0.04
GBP Higher Risk Full,CSTEVDH,0.035
GBP Higher Risk Full,PE_BUYOUT,0.033
GBP Higher Risk Full,CSFBMTT,0.025
GBP Higher Risk Full,PE_GROWTH,0.018
GBP Higher Risk Full,PRIVATE_CREDIT,0.018
GBP Higher Risk Full,PA_REAL_ESTATE,0.012
GBP Higher Risk Full,PE_VENTURE,0.009
GBP Higher Risk Core,FRUS1GR,0.127032
GBP Higher Risk Core,FRUS1VA,0.127033
GBP Higher Risk Core,MSUTDKL,0.112088
GBP Higher Risk Core,MSEMKF$,0.112088
GBP Higher Risk Core,MSEXUKL,0.104615
GBP Higher Risk Core,LHTRYIN,0.087912
GBP Higher Risk Core,FRUSS2L,0.05978
GBP Higher Risk Core,LHYIELD,0.054945
GBP Higher Risk Core,MSJPANL,0.052308
GBP Higher Risk Core,MSPXJPL,0.052308
GBP Higher Risk Core,CSTLNSH,0.043956
GBP Higher Risk Core,CSTEVDH,0.038462
GBP Higher Risk Core,CSFBMTT,0.027473
GBP Higher Risk ex-Alts,FRUS1GR,0.142718
GBP Higher Risk ex-Alts,FRUS1VA,0.142716
GBP Higher Risk ex-Alts,MSUTDKL,0.125926
GBP Higher Risk ex-Alts,MSEMKF$,0.125926
GBP Higher Risk ex-Alts,MSEXUKL,0.117531
GBP Higher Risk ex-Alts,LHTRYIN,0.098765
GBP Higher Risk ex-Alts,FRUSS2L,0.06716
GBP Higher Risk ex-Alts,LHYIELD,0.061728
GBP Higher Risk ex-Alts,MSJPANL,0.058765
GBP Higher Risk ex-Alts,MSPXJPL,0.058765
GBP Higher Risk ex-HFs,FRUS1GR,0.128445
GBP Higher Risk ex-HFs,FRUS1VA,0.128444
GBP Higher Risk ex-HFs,MSUTDKL,0.113333
GBP Higher Risk ex-HFs,MSEMKF$,0.113333
GBP Higher Risk ex-HFs,MSEXUKL,0.105778
GBP Higher Risk ex-HFs,LHTRYIN,0.088889
GBP Higher Risk ex-HFs,FRUSS2L,0.060444
GBP Higher Risk ex-HFs,LHYIELD,0.055556
GBP Higher Risk ex-HFs,MSJPANL,0.052889
GBP Higher Risk ex-HFs,MSPXJPL,0.052889
GBP Higher Risk ex-HFs,PE_BUYOUT,0.036667
GBP Higher Risk ex-HFs,PE_GROWTH,0.02
GBP Higher Risk ex-HFs,PRIVATE_CREDIT,0.02
GBP Higher Risk ex-HFs,PA_REAL_ESTATE,0.013333
GBP Higher Risk ex-HFs,PE_VENTURE,0.01
GBP Higher Risk ex-HFs ex-RAs,FRUS1GR,0.128445
GBP Higher Risk ex-HFs ex-RAs,FRUS1VA,0.128444
GBP Higher Risk ex-HFs ex-RAs,MSUTDKL,0.113333
GBP Higher Risk ex-HFs ex-RAs,MSEMKF$,0.113333
GBP Higher Risk ex-HFs ex-RAs,MSEXUKL,0.105778
GBP Higher Risk ex-HFs ex-RAs,LHTRYIN,0.088889
GBP Higher Risk ex-HFs ex-RAs,FRUSS2L,0.060444
GBP Higher Risk ex-HFs ex-RAs,LHYIELD,0.055556
GBP Higher Risk ex-HFs ex-RAs,MSJPANL,0.052889
GBP Higher Risk ex-HFs ex-RAs,MSPXJPL,0.052889
GBP Higher Risk ex-HFs ex-RAs,PE_BUYOUT,0.036667
GBP Higher Risk ex-HFs ex-RAs,PRIVATE_CREDIT,0.033333
GBP Higher Risk ex-HFs ex-RAs,PE_GROWTH,0.02
GBP Higher Risk ex-HFs ex-RAs,PE_VENTURE,0.01
GBP Higher Risk Full ex-RAs,FRUS1GR,0.1156
GBP Higher Risk Full ex-RAs,FRUS1VA,0.1156
GBP Higher Risk Full ex-RAs,MSUTDKL,0.102
GBP Higher Risk Full ex-RAs,MSEMKF$,0.102
GBP Higher Risk Full ex-RAs,MSEXUKL,0.0952
GBP Higher Risk Full ex-RAs,LHTRYIN,0.08
GBP Higher Risk Full ex-RAs,FRUSS2L,0.0544
GBP Higher Risk Full ex-RAs,LHYIELD,0.05
GBP Higher Risk Full ex-RAs,MSJPANL,0.0476
GBP Higher Risk Full ex-RAs,MSPXJPL,0.0476
GBP Higher Risk Full ex-RAs,CSTLNSH,0.04
GBP Higher Risk Full ex-RAs,CSTEVDH,0.035
GBP Higher Risk Full ex-RAs,PE_BUYOUT,0.033
GBP Higher Risk Full ex-RAs,PRIVATE_CREDIT,0.03
GBP Higher Risk Full ex-RAs,CSFBMTT,0.025
GBP Higher Risk Full ex-RAs,PE_GROWTH,0.018
GBP Higher Risk Full ex-RAs,PE_VENTURE,0.009
GBP All Equity,FRUS1GR,0.17
GBP All Equity,FRUS1VA,0.17
GBP All Equity,MSUTDKL,0.15
GBP All Equity,MSEMKF$,0.15
GBP All Equity,MSEXUKL,0.14
GBP All Equity,FRUSS2L,0.08
GBP All Equity,MSJPANL,0.07
GBP All Equity,MSPXJPL,0.07
CHF LowVol Full,LHTRYIN,0.62
CHF LowVol Full,LHYIELD,0.1
CHF LowVol Full,MSEXUKL,0.032
CHF LowVol Full,FRUS1GR,0.0304
CHF LowVol Full,FRUS1VA,0.0304
CHF LowVol Full,CSTLNSH,0.028
CHF LowVol Full,CSTEVDH,0.0245
CHF LowVol Full,MSEMKF$,0.024
CHF LowVol Full,CSFBMTT,0.0175
CHF LowVol Full,PE_BUYOUT,0.0165
CHF LowVol Full,FRUSS2L,0.0128
CHF LowVol Full,PRIVATE_CREDIT,0.012
CHF LowVol Full,MSJPANL,0.0112
CHF LowVol Full,MSPXJPL,0.0112
CHF LowVol Full,PE_GROWTH,0.009
CHF LowVol Full,MSUTDKL,0.008
CHF LowVol Full,PA_REAL_ESTATE,0.008
CHF LowVol Full,PE_VENTURE,0.0045
CHF LowVol Core,LHTRYIN,0.652633
CHF LowVol Core,LHYIELD,0.105263
CHF LowVol Core,MSEXUKL,0.033684
CHF LowVol Core,FRUS1GR,0.032
CHF LowVol Core,FRUS1VA,0.032
CHF LowVol Core,CSTLNSH,0.029474
CHF LowVol Core,CSTEVDH,0.025789
CHF LowVol Core,MSEMKF$,0.025263
CHF LowVol Core,CSFBMTT,0.018421
CHF LowVol Core,FRUSS2L,0.013474
CHF LowVol Core,MSJPANL,0.011789
CHF LowVol Core,MSPXJPL,0.011789
CHF LowVol Core,MSUTDKL,0.008421
CHF LowVol ex-Alts,LHTRYIN,0.704547
CHF LowVol ex-Alts,LHYIELD,0.113636
CHF LowVol ex-Alts,MSEXUKL,0.036364
CHF LowVol ex-Alts,FRUS1GR,0.034545
CHF LowVol ex-Alts,FRUS1VA,0.034545
CHF LowVol ex-Alts,MSEMKF$,0.027273
CHF LowVol ex-Alts,FRUSS2L,0.014545
CHF LowVol ex-Alts,MSJPANL,0.012727
CHF LowVol ex-Alts,MSPXJPL,0.012727
CHF LowVol ex-Alts,MSUTDKL,0.009091
CHF LowVol ex-HFs,LHTRYIN,0.666668
CHF LowVol ex-HFs,LHYIELD,0.107527
CHF LowVol ex-HFs,MSEXUKL,0.034409
CHF LowVol ex-HFs,FRUS1GR,0.032688
CHF LowVol ex-HFs,FRUS1VA,0.032688
CHF LowVol ex-HFs,MSEMKF$,0.025806
CHF LowVol ex-HFs,PE_BUYOUT,0.017742
CHF LowVol ex-HFs,FRUSS2L,0.013763
CHF LowVol ex-HFs,PRIVATE_CREDIT,0.012903
CHF LowVol ex-HFs,MSJPANL,0.012043
CHF LowVol ex-HFs,MSPXJPL,0.012043
CHF LowVol ex-HFs,PE_GROWTH,0.009677
CHF LowVol ex-HFs,MSUTDKL,0.008602
CHF LowVol ex-HFs,PA_REAL_ESTATE,0.008602
CHF LowVol ex-HFs,PE_VENTURE,0.004839
CHF LowVol ex-HFs ex-RAs,LHTRYIN,0.666668
CHF LowVol ex-HFs ex-RAs,LHYIELD,0.107527
CHF LowVol ex-HFs ex-RAs,MSEXUKL,0.034409
CHF LowVol ex-HFs ex-RAs,FRUS1GR,0.032688
CHF LowVol ex-HFs ex-RAs,FRUS1VA,0.032688
CHF LowVol ex-HFs ex-RAs,MSEMKF$,0.025806
CHF LowVol ex-HFs ex-RAs,PRIVATE_CREDIT,0.021505
CHF LowVol ex-HFs ex-RAs,PE_BUYOUT,0.017742
CHF LowVol ex-HFs ex-RAs,FRUSS2L,0.013763
CHF LowVol ex-HFs ex-RAs,MSJPANL,0.012043
CHF LowVol ex-HFs ex-RAs,MSPXJPL,0.012043
CHF LowVol ex-HFs ex-RAs,PE_GROWTH,0.009677
CHF LowVol ex-HFs ex-RAs,MSUTDKL,0.008602
CHF LowVol ex-HFs ex-RAs,PE_VENTURE,0.004839
CHF LowVol Full ex-RAs,LHTRYIN,0.62
CHF LowVol Full ex-RAs,LHYIELD,0.1
CHF LowVol Full ex-RAs,MSEXUKL,0.032
CHF LowVol Full ex-RAs,FRUS1GR,0.0304
CHF LowVol Full ex-RAs,FRUS1VA,0.0304
CHF LowVol Full ex-RAs,CSTLNSH,0.028
CHF LowVol Full ex-RAs,CSTEVDH,0.0245
CHF LowVol Full ex-RAs,MSEMKF$,0.024
CHF LowVol Full ex-RAs,PRIVATE_CREDIT,0.02
CHF LowVol Full ex-RAs,CSFBMTT,0.0175
CHF LowVol Full ex-RAs,PE_BUYOUT,0.0165
CHF LowVol Full ex-RAs,FRUSS2L,0.0128
CHF LowVol Full ex-RAs,MSJPANL,0.0112
CHF LowVol Full ex-RAs,MSPXJPL,0.0112
CHF LowVol Full ex-RAs,PE_GROWTH,0.009
CHF LowVol Full ex-RAs,MSUTDKL,0.008
CHF LowVol Full ex-RAs,PE_VENTURE,0.0045
CHF Conservative Full,LHTRYIN,0.5
CHF Conservative Full,LHYIELD,0.1
CHF Conservative Full,MSEXUKL,0.048
CHF Conservative Full,FRUS1GR,0.0456
CHF Conservative Full,FRUS1VA,0.0456
CHF Conservative Full,MSEMKF$,0.036
CHF Conservative Full,CSTLNSH,0.036
CHF Conservative Full,CSTEVDH,0.0315
CHF Conservative Full,CSFBMTT,0.0225
CHF Conservative Full,PE_BUYOUT,0.022
CHF Conservative Full,FRUSS2L,0.0192
CHF Conservative Full,PRIVATE_CREDIT,0.018
CHF Conservative Full,MSJPANL,0.0168
CHF Conservative Full,MSPXJPL,0.0168
CHF Conservative Full,MSUTDKL,0.012
CHF Conservative Full,PE_GROWTH,0.012
CHF Conservative Full,PA_REAL_ESTATE,0.012
CHF Conservative Full,PE_VENTURE,0.006
CHF Conservative Core,LHTRYIN,0.537633
CHF Conservative Core,LHYIELD,0.107527
CHF Conservative Core,MSEXUKL,0.051613
CHF Conservative Core,FRUS1GR,0.049032
CHF Conservative Core,FRUS1VA,0.049032
CHF Conservative Core,MSEMKF$,0.03871
CHF Conservative Core,CSTLNSH,0.03871
CHF Conservative Core,CSTEVDH,0.033871
CHF Conservative Core,CSFBMTT,0.024194
CHF Conservative Core,FRUSS2L,0.020645
CHF Conservative Core,MSJPANL,0.018065
CHF Conservative Core,MSPXJPL,0.018065
CHF Conservative Core,MSUTDKL,0.012903
CHF Conservative ex-Alts,LHTRYIN,0.595237
CHF Conservative ex-Alts,LHYIELD,0.119048
CHF Conservative ex-Alts,MSEXUKL,0.057143
CHF Conservative ex-Alts,FRUS1GR,0.054286
CHF Conservative ex-Alts,FRUS1VA,0.054286
CHF Conservative ex-Alts,MSEMKF$,0.042857
CHF Conservative ex-Alts,FRUSS2L,0.022857
CHF Conservative ex-Alts,MSJPANL,0.02
CHF Conservative ex-Alts,MSPXJPL,0.02
CHF Conservative ex-Alts,MSUTDKL,0.014286
CHF Conservative ex-HFs,LHTRYIN,0.54945
CHF Conservative ex-HFs,LHYIELD,0.10989
CHF Conservative ex-HFs,MSEXUKL,0.052747
CHF Conservative ex-HFs,FRUS1GR,0.05011
CHF Conservative ex-HFs,FRUS1VA,0.05011
CHF Conservative ex-HFs,MSEMKF$,0.03956
CHF Conservative ex-HFs,PE_BUYOUT,0.024176
CHF Conservative ex-HFs,FRUSS2L,0.021099
CHF Conservative ex-HFs,PRIVATE_CREDIT,0.01978
CHF Conservative ex-HFs,MSJPANL,0.018462
CHF Conservative ex-HFs,MSPXJPL,0.018462
CHF Conservative ex-HFs,MSUTDKL,0.013187
CHF Conservative ex-HFs,PE_GROWTH,0.013187
CHF Conservative ex-HFs,PA_REAL_ESTATE,0.013187
CHF Conservative ex-HFs,PE_VENTURE,0.006593
CHF Conservative ex-HFs ex-RAs,LHTRYIN,0.54945
CHF Conservative ex-HFs ex-RAs,LHYIELD,0.10989
CHF Conservative ex-HFs ex-RAs,MSEXUKL,0.052747
CHF Conservative ex-HFs ex-RAs,FRUS1GR,0.05011
CHF Conservative ex-HFs ex-RAs,FRUS1VA,0.05011
CHF Conservative ex-HFs ex-RAs,MSEMKF$,0.03956
CHF Conservative ex-HFs ex-RAs,PRIVATE_CREDIT,0.032967
CHF Conservative ex-HFs ex-RAs,PE_BUYOUT,0.024176
CHF Conservative ex-HFs ex-RAs,FRUSS2L,0.021099
CHF Conservative ex-HFs ex-RAs,MSJPANL,0.018462
CHF Conservative ex-HFs ex-RAs,MSPXJPL,0.018462
CHF Conservative ex-HFs ex-RAs,MSUTDKL,0.013187
CHF Conservative ex-HFs ex-RAs,PE_GROWTH,0.013187
CHF Conservative ex-HFs ex-RAs,PE_VENTURE,0.006593
CHF Conservative Full ex-RAs,LHTRYIN,0.5
CHF Conservative Full ex-RAs,LHYIELD,0.1
CHF Conservative Full ex-RAs,MSEXUKL,0.048
CHF Conservative Full ex-RAs,FRUS1GR,0.0456
CHF Conservative Full ex-RAs,FRUS1VA,0.0456
CHF Conservative Full ex-RAs,MSEMKF$,0.036
CHF Conservative Full ex-RAs,CSTLNSH,0.036
CHF Conservative Full ex-RAs,CSTEVDH,0.0315
CHF Conservative Full ex-RAs,PRIVATE_CREDIT,0.03
CHF Conservative Full ex-RAs,CSFBMTT,0.0225
CHF Conservative Full ex-RAs,PE_BUYOUT,0.022
CHF Conservative Full ex-RAs,FRUSS2L,0.0192
CHF Conservative Full ex-RAs,MSJPANL,0.0168
CHF Conservative Full ex-RAs,MSPXJPL,0.0168
CHF Conservative Full ex-RAs,MSUTDKL,0.012
CHF Conservative Full ex-RAs,PE_GROWTH,0.012
CHF Conservative Full ex-RAs,PE_VENTURE,0.006
CHF ConsMod Full,LHTRYIN,0.4
CHF ConsMod Full,LHYIELD,0.09
CHF ConsMod Full,MSEXUKL,0.064
CHF ConsMod Full,FRUS1GR,0.0608
CHF ConsMod Full,FRUS1VA,0.0608
CHF ConsMod Full,MSEMKF$,0.048
CHF ConsMod Full,CSTLNSH,0.04
CHF ConsMod Full,CSTEVDH,0.035
CHF ConsMod Full,PE_BUYOUT,0.0275
CHF ConsMod Full,FRUSS2L,0.0256
CHF ConsMod Full,CSFBMTT,0.025
CHF ConsMod Full,PRIVATE_CREDIT,0.024
CHF ConsMod Full,MSJPANL,0.0224
CHF ConsMod Full,MSPXJPL,0.0224
CHF ConsMod Full,MSUTDKL,0.016
CHF ConsMod Full,PA_REAL_ESTATE,0.016
CHF ConsMod Full,PE_GROWTH,0.015
CHF ConsMod Full,PE_VENTURE,0.0075
CHF ConsMod Core,LHTRYIN,0.439561
CHF ConsMod Core,LHYIELD,0.098901
CHF ConsMod Core,MSEXUKL,0.07033
CHF ConsMod Core,FRUS1GR,0.066813
CHF ConsMod Core,FRUS1VA,0.066813
CHF ConsMod Core,MSEMKF$,0.052747
CHF ConsMod Core,CSTLNSH,0.043956
CHF ConsMod Core,CSTEVDH,0.038462
CHF ConsMod Core,FRUSS2L,0.028132
CHF ConsMod Core,CSFBMTT,0.027473
CHF ConsMod Core,MSJPANL,0.024615
CHF ConsMod Core,MSPXJPL,0.024615
CHF ConsMod Core,MSUTDKL,0.017582
CHF ConsMod ex-Alts,LHTRYIN,0.493828
CHF ConsMod ex-Alts,LHYIELD,0.111111
CHF ConsMod ex-Alts,MSEXUKL,0.079012
CHF ConsMod ex-Alts,FRUS1GR,0.075062
CHF ConsMod ex-Alts,FRUS1VA,0.075062
CHF ConsMod ex-Alts,MSEMKF$,0.059259
CHF ConsMod ex-Alts,FRUSS2L,0.031605
CHF ConsMod ex-Alts,MSJPANL,0.027654
CHF ConsMod ex-Alts,MSPXJPL,0.027654
CHF ConsMod ex-Alts,MSUTDKL,0.019753
CHF ConsMod ex-HFs,LHTRYIN,0.444443
CHF ConsMod ex-HFs,LHYIELD,0.1
CHF ConsMod ex-HFs,MSEXUKL,0.071111
CHF ConsMod ex-HFs,FRUS1GR,0.067556
CHF ConsMod ex-HFs,FRUS1VA,0.067556
CHF ConsMod ex-HFs,MSEMKF$,0.053333
CHF ConsMod ex-HFs,PE_BUYOUT,0.030556
CHF ConsMod ex-HFs,FRUSS2L,0.028444
CHF ConsMod ex-HFs,PRIVATE_CREDIT,0.026667
CHF ConsMod ex-HFs,MSJPANL,0.024889
CHF ConsMod ex-HFs,MSPXJPL,0.024889
CHF ConsMod ex-HFs,MSUTDKL,0.017778
CHF ConsMod ex-HFs,PA_REAL_ESTATE,0.017778
CHF ConsMod ex-HFs,PE_GROWTH,0.016667
CHF ConsMod ex-HFs,PE_VENTURE,0.008333
CHF ConsMod ex-HFs ex-RAs,LHTRYIN,0.444444
CHF ConsMod ex-HFs ex-RAs,LHYIELD,0.1
CHF ConsMod ex-HFs ex-RAs,MSEXUKL,0.071111
CHF ConsMod ex-HFs ex-RAs,FRUS1GR,0.067556
CHF ConsMod ex-HFs ex-RAs,FRUS1VA,0.067556
CHF ConsMod ex-HFs ex-RAs,MSEMKF$,0.053333
CHF ConsMod ex-HFs ex-RAs,PRIVATE_CREDIT,0.044444
CHF ConsMod ex-HFs ex-RAs,PE_BUYOUT,0.030556
CHF ConsMod ex-HFs ex-RAs,FRUSS2L,0.028444
CHF ConsMod ex-HFs ex-RAs,MSJPANL,0.024889
CHF ConsMod ex-HFs ex-RAs,MSPXJPL,0.024889
CHF ConsMod ex-HFs ex-RAs,MSUTDKL,0.017778
CHF ConsMod ex-HFs ex-RAs,PE_GROWTH,0.016667
CHF ConsMod ex-HFs ex-RAs,PE_VENTURE,0.008333
CHF ConsMod Full ex-RAs,LHTRYIN,0.4
CHF ConsMod Full ex-RAs,LHYIELD,0.09
CHF ConsMod Full ex-RAs,MSEXUKL,0.064
CHF ConsMod Full ex-RAs,FRUS1GR,0.0608
CHF ConsMod Full ex-RAs,FRUS1VA,0.0608
CHF ConsMod Full ex-RAs,MSEMKF$,0.048
CHF ConsMod Full ex-RAs,CSTLNSH,0.04
CHF ConsMod Full ex-RAs,PRIVATE_CREDIT,0.04
CHF ConsMod Full ex-RAs,CSTEVDH,0.035
CHF ConsMod Full ex-RAs,PE_BUYOUT,0.0275
CHF ConsMod Full ex-RAs,FRUSS2L,0.0256
CHF ConsMod Full ex-RAs,CSFBMTT,0.025
CHF ConsMod Full ex-RAs,MSJPANL,0.0224
CHF ConsMod Full ex-RAs,MSPXJPL,0.0224
CHF ConsMod Full ex-RAs,MSUTDKL,0.016
CHF ConsMod Full ex-RAs,PE_GROWTH,0.015
CHF ConsMod Full ex-RAs,PE_VENTURE,0.0075
CHF Moderate Full,LHTRYIN,0.34
CHF Moderate Full,LHYIELD,0.09
CHF Moderate Full,MSEXUKL,0.076
CHF Moderate Full,FRUS1GR,0.0722
CHF Moderate Full,FRUS1VA,0.0722
CHF Moderate Full,MSEMKF$,0.057
CHF Moderate Full,CSTLNSH,0.04
CHF Moderate Full,CSTEVDH,0.035
CHF Moderate Full,FRUSS2L,0.0304
CHF Moderate Full,PE_BUYOUT,0.0275
CHF Moderate Full,MSJPANL,0.0266
CHF Moderate Full,MSPXJPL,0.0266
CHF Moderate Full,CSFBMTT,0.025
CHF Moderate Full,PRIVATE_CREDIT,0.024
CHF Moderate Full,MSUTDKL,0.019
CHF Moderate Full,PA_REAL_ESTATE,0.016
CHF Moderate Full,PE_GROWTH,0.015
CHF Moderate Full,PE_VENTURE,0.0075
CHF Moderate Core,LHTRYIN,0.373625
CHF Moderate Core,LHYIELD,0.098901
CHF Moderate Core,MSEXUKL,0.083516
CHF Moderate Core,FRUS1GR,0.079341
CHF Moderate Core,FRUS1VA,0.079341
CHF Moderate Core,MSEMKF$,0.062637
CHF Moderate Core,CSTLNSH,0.043956
CHF Moderate Core,CSTEVDH,0.038462
CHF Moderate Core,FRUSS2L,0.033407
CHF Moderate Core,MSJPANL,0.029231
CHF Moderate Core,MSPXJPL,0.029231
CHF Moderate Core,CSFBMTT,0.027473
CHF Moderate Core,MSUTDKL,0.020879
CHF Moderate ex-Alts,LHTRYIN,0.419752
CHF Moderate ex-Alts,LHYIELD,0.111111
CHF Moderate ex-Alts,MSEXUKL,0.093827
CHF Moderate ex-Alts,FRUS1GR,0.089136
CHF Moderate ex-Alts,FRUS1VA,0.089136
CHF Moderate ex-Alts,MSEMKF$,0.07037
CHF Moderate ex-Alts,FRUSS2L,0.037531
CHF Moderate ex-Alts,MSJPANL,0.03284
CHF Moderate ex-Alts,MSPXJPL,0.03284
CHF Moderate ex-Alts,MSUTDKL,0.023457
CHF Moderate ex-HFs,LHTRYIN,0.377777
CHF Moderate ex-HFs,LHYIELD,0.1
CHF Moderate ex-HFs,MSEXUKL,0.084444
CHF Moderate ex-HFs,FRUS1GR,0.080222
CHF Moderate ex-HFs,FRUS1VA,0.080222
CHF Moderate ex-HFs,MSEMKF$,0.063333
CHF Moderate ex-HFs,FRUSS2L,0.033778
CHF Moderate ex-HFs,PE_BUYOUT,0.030556
CHF Moderate ex-HFs,MSJPANL,0.029556
CHF Moderate ex-HFs,MSPXJPL,0.029556
CHF Moderate ex-HFs,PRIVATE_CREDIT,0.026667
CHF Moderate ex-HFs,MSUTDKL,0.021111
CHF Moderate ex-HFs,PA_REAL_ESTATE,0.017778
CHF Moderate ex-HFs,PE_GROWTH,0.016667
CHF Moderate ex-HFs,PE_VENTURE,0.008333
CHF Moderate ex-HFs ex-RAs,LHTRYIN,0.377778
CHF Moderate ex-HFs ex-RAs,LHYIELD,0.1
CHF Moderate ex-HFs ex-RAs,MSEXUKL,0.084444
